drugName,url,description
Crestor,https://www.drugs.com/crestor.html,"crestor (rosuvastatin) belongs to a a group of drugs called hmg coa reductase inhibitors, or ""statins."" rosuvastatin is used together with diet to lower blood levels of ""bad"" cholesterol (low-density lipoprotein, or ldl), to increase levels of ""good"" cholesterol (high-density lipoprotein, or hdl), and to lower triglycerides (a type of fat in the blood). crestor is used in adults and children who are at least 8 years old to lower cholesterol and triglycerides in the blood. crestor is used in adults to slow the progression of atherosclerosis (a build-up of plaque in blood vessels that can block blood flow). crestor is used to lower the risk of stroke, heart attack, and certain other heart complications in men 50 years and older and women 60 years and older who have coronary heart disease or other risk factors. crestor is also used to treat hereditary forms of high cholesterol, including the heterozygous type (inherited from one parent) and the homozygous type (inherited from both parents). for the heterozygous type, crestor can be used in children who are at least 8 years old. for the homozygous type, this medicine can be used in children as young as 7 years old."
Cyanocobalamin,https://www.drugs.com/mtm/cyanocobalamin.html,"cyanocobalamin is a man-made form of vitamin b12. vitamin b12 is important for growth, cell reproduction, blood formation, and protein and tissue synthesis. cyanocobalamin is used to treat vitamin b12 deficiency in people with pernicious anemia and other conditions. cyanocobalamin may also be used for purposes not listed in this medication guide."
Cyclobenzaprine,https://www.drugs.com/cyclobenzaprine.html,cyclobenzaprine is a muscle relaxant. it works by blocking nerve impulses (or pain sensations) that are sent to your brain. cyclobenzaprine is used together with rest and physical therapy to treat skeletal muscle conditions such as pain or injury. cyclobenzaprine may also be used for purposes not listed in this medication guide.
Cymbalta,https://www.drugs.com/cymbalta.html,"cymbalta (duloxetine) is a selective serotonin and norepinephrine reuptake inhibitor antidepressant (ssnri). duloxetine affects chemicals in the brain that may be unbalanced in people with depression. cymbalta is used to treat major depressive disorder in adults. it is also used to treat general anxiety disorder in adults and children who are at least 7 years old. cymbaltais also used in adults to treat nerve pain caused by diabetes (diabetic neuropathy), or chronic muscle or joint pain (such as low back pain and osteoarthritis pain). cymbaltais also used to treat fibromyalgia (a chronic pain disorder) in adults and children at least 13 years old."
Daliresp,https://www.drugs.com/daliresp.html,daliresp (roflumilast) reduces inflammation in the lungs that leads to copd (chronic obstructive pulmonary disease). daliresp is used to prevent worsening of symptoms in people with severe copd. daliresp is not a bronchodilator and will not treat a bronchospasm attack that has already begun.
Demerol,https://www.drugs.com/demerol.html,"demerol (meperidine) is an opioid pain medication. an opioid is sometimes called a narcotic. demerol is a strong prescription pain medicine that is used to manage the relief short-term pain, when other pain treatments such as non-opioid pain medicines do not treat your pain well enough or you cannot tolerate them. careless use of demerol can put you at risk of overdose and death. even if you take your dose correctly as prescribed you are at risk for opioid addiction, abuse, and misuse that can lead to death."
Denosumab,https://www.drugs.com/mtm/denosumab.html,denosumab is a monoclonal antibody. monoclonal antibodies are made to target and destroy only certain cells in the body. this may help to protect healthy cells from damage. the prolia brand of denosumab is used to treat osteoporosis or bone loss in men and women who have a high risk of bone fracture. prolia is sometimes used in people whose bone fracture is caused by certain medicines or cancer treatments. this medication guide provides information about the prolia brand of denosumab. xgeva is another brand of denosumab used to prevent bone fractures and other skeletal conditions in people with tumors that have spread to the bone. denosumab may also be used for purposes not listed in this medication guide.
Depakote,https://www.drugs.com/depakote.html,"depakote (divalproex sodium) affects chemicals in the body that may be involved in causing seizures. depakote is used to treat various types of seizure disorders. this medicine is sometimes used together with other seizure medications. depakote tablets and capsules are used to treat seizures in people with epilepsy who are at least 10 years old. the tablets are sometimes used together with other seizure medications. depakote tablets are also used in adults to prevent migraine headaches, or to treat manic episodes related to bipolar disorder (manic depression)."
Desloratadine,https://www.drugs.com/mtm/desloratadine.html,"desloratadine is an antihistamine that is used to treat the symptoms of allergies, such as sneezing, watery eyes, itching, and runny nose. desloratadine is also used to treat skin hives and itching in people with chronic skin reactions. desloratadine may also be used for purposes not listed in this medication guide."
Desvenlafaxine,https://www.drugs.com/mtm/desvenlafaxine.html,desvenlafaxine is a selective serotonin and norepinephrine reuptake inhibitor (snri) antidepressant. desvenlafaxine is used to treat major depressive disorder. desvenlafaxine may also be used for purposes not listed in this medication guide.
Dexamethasone,https://www.drugs.com/dexamethasone.html,"dexamethasone is a corticosteroid that prevents the release of substances in the body that cause inflammation. dexamethasone is used to treat many different inflammatory conditions such as allergic disorders and skin conditions. dexamethasone is also used to treat ulcerative colitis, arthritis, lupus, psoriasis, and breathing disorders. dexamethasone may also be used for purposes not listed in this medication guide."
Dexamethasone Intensol,https://www.drugs.com/mtm/dexamethasone-intensol.html,"dexamethasone intensol is a steroid that prevents the release of substances in the body that cause inflammation. dexamethasone intensol is used to treat many different conditions such as allergic disorders, skin conditions, ulcerative colitis, arthritis, lupus, psoriasis, or breathing disorders. dexamethasone intensol may also be used for purposes not listed in this medication guide."
Dexilant,https://www.drugs.com/mtm/dexilant.html,"dexilant is a proton pump inhibitor that decreases the amount of acid produced in the stomach. dexilant is used to treat heartburn caused by gastroesophageal reflux disease (gerd), and to heal erosive esophagitis (damage to the esophagus from stomach acid). dexilant may also be used for purposes not listed in this medication guide."
Dextromethorphan,https://www.drugs.com/dextromethorphan.html,"dextromethorphan is a cough suppressant. it affects the signals in the brain that trigger cough reflex. dextromethorphan is used to treat a cough. it is available over-the-counter alone and is also present in many over-the-counter and prescription combination medications. dextromethorphan will not treat a cough that is caused by smoking, asthma, or emphysema."
Dextrose,https://www.drugs.com/dextrose.html,"dextrose (glucose) is a form of natural sugar that is normally produced by the liver. glucose is a source of energy, and all the cells and organs in your body need glucose to function properly. glucose as a medication is given either by mouth (orally) or by injection. dextrose is used to treat very low blood sugar (hypoglycemia), most often in people with diabetes mellitus. dextrose is given by injection to treat insulin shock (low blood sugar caused by using insulin and then not eating a meal or eating enough food afterward). this medicine works by quickly increasing the amount of glucose in your blood. dextrose is also used to provide carbohydrate calories to a person who cannot eat because of illness, trauma, or other medical condition. it is sometimes given to people who are sick from drinking too much alcohol. dextrose may also be used to treat hyperkalemia (high levels of potassium in your blood)."
Diamox,https://www.drugs.com/mtm/diamox.html,"diamox reduces the activity of a protein in your body called carbonic anhydrase. blocking this protein can help reduce the build-up of certain fluids in the body. diamox is used in people with certain types of glaucoma to reduce the amount of fluid in the eye, which decreases pressure inside the eye. diamox is also used as a diuretic (""water pill"") in people with congestive heart failure, to reduce the build-up of fluid in the body. this build-up is called edema. diamox is also used to treat certain types of seizures, and to treat or prevent altitude sickness. diamox may also be used for purposes not listed in this medication guide."
Diazepam,https://www.drugs.com/diazepam.html,"diazepam is a benzodiazepine (ben-zoe-dye-aze-eh-peens). it is thought that diazepam works by enhancing the activity of certain neurotransmitters in the brain. diazepam is used to treat anxiety disorders, alcohol withdrawal symptoms, or muscle spasms. diazepam is sometimes used with other medications to treat seizures."
Diclofenac,https://www.drugs.com/diclofenac.html,"diclofenac is a nonsteroidal anti-inflammatory drug (nsaid). this medicine works by reducing substances in the body that cause pain and inflammation. diclofenac is used to treat mild to moderate pain, or signs and symptoms of osteoarthritis or rheumatoid arthritis. voltaren is also indicated for the treatment of ankylosing spondylitis. the cataflam brand of this medicine is also used to treat menstrual cramps. diclofenac powder (cambia) is used to treat a migraine headache attack. cambia will only treat a headache that has already begun. it will not prevent headaches or reduce the number of attacks."
Dicyclomine,https://www.drugs.com/mtm/dicyclomine.html,dicyclomine relieves spasms of the muscles in the stomach and intestines. dicyclomine is used to treat functional bowel or irritable bowel syndrome. dicyclomine may also be used for purposes not listed in this medication guide.
Diflucan,https://www.drugs.com/diflucan.html,"diflucan (fluconazole) is an antifungal medicine. diflucan is used to treat infections caused by fungus, which can invade any part of the body including the mouth, throat, esophagus, lungs, bladder, genital area, and the blood. diflucan is also used to prevent fungal infection in people who have a weak immune system caused by cancer treatment, bone marrow transplant, or diseases such as aids. diflucan is also used to treat a certain type of meningitis in people with hiv or aids."
Digoxin,https://www.drugs.com/digoxin.html,"digoxin is derived from the leaves of a digitalis plant. digoxin helps make the heart beat stronger and with a more regular rhythm. digoxin is used to treat heart failure. digoxin is also used to treat atrial fibrillation, a heart rhythm disorder of the atria (the upper chambers of the heart that allow blood to flow into the heart)."
Dilantin,https://www.drugs.com/dilantin.html,"dilantin (phenytoin) is an anti-epileptic drug, also called an anticonvulsant. it works by slowing down impulses in the brain that cause seizures. dilantin is used to control seizures. phenytoin does not treat all types of seizures, and your doctor will determine if it is the right medicine for you."
Dilaudid,https://www.drugs.com/dilaudid.html,dilaudid (hydromorphone) is an opioid pain medication. an opioid is sometimes called a narcotic. dilaudid is used to treat moderate to severe pain. dilaudid may also be used for purposes not listed in this medication guide.
Diltiazem,https://www.drugs.com/diltiazem.html,"diltiazem is a calcium channel blocker. it works by relaxing the muscles of your heart and blood vessels. diltiazem is used to treat hypertension (high blood pressure), angina (chest pain), and certain heart rhythm disorders. diltiazem may also be used for purposes not listed in this medication guide."
Diovan,https://www.drugs.com/diovan.html,"diovan (valsartan) is an type of blood pressure medication called an arb (angiotensin ii receptor antagonist). diovan keeps blood vessels from narrowing, which lowers blood pressure and improves blood flow. diovan is used to treat high blood pressure (hypertension) in adults and children who are at least 6 years old. it is sometimes given together with other blood pressure medications. diovan is also used in adults to treat heart failure, and to lower the risk of death after a heart attack."
Diphenhydramine,https://www.drugs.com/diphenhydramine.html,"diphenhydramine is an antihistamine that reduces the effects of natural chemical histamine in the body. histamine can produce symptoms of sneezing, itching, watery eyes, and runny nose. diphenhydramine is used to treat sneezing, runny nose, watery eyes, hives, skin rash, itching, and other cold or allergy symptoms. diphenhydramine is also used to treat motion sickness, to induce sleep, and to treat certain symptoms of parkinson's disease. diphenhydramine may also be used for purposes not listed in this medication guide."
Ditropan,https://www.drugs.com/ditropan.html,"ditropan xl (oxybutynin) reduces muscle spasms of the bladder and urinary tract. ditropan xl is used to treat symptoms of overactive bladder, such as frequent or urgent urination, incontinence (urine leakage), and increased night-time urination. ditropan xl may also be used for purposes not listed in this medication guide."
Divalproex sodium,https://www.drugs.com/mtm/divalproex-sodium.html,"divalproex sodium comes in different pill forms that are for different uses. divalproex sodium tablets and capsules are used to treat seizures in people with epilepsy who are at least 10 years old. divalproex sodium tablets are sometimes used together with other seizure medications. divalproex sodium tablets are also used in adults to prevent migraine headaches, or to treat manic episodes related to bipolar disorder (manic depression). divalproex sodium may also be used for purposes not listed in this medication guide."
Docusate,https://www.drugs.com/mtm/docusate-oral-rectal.html,docusate is a stool softener that makes bowel movements softer and easier to pass. docusate is used to relieve occasional constipation (irregularity). there are many brands and forms of docusate available. not all brands are listed on this leaflet. docusate may also be used for purposes not listed in this medication guide.
Donepezil,https://www.drugs.com/mtm/donepezil.html,"donepezil is used to help improve mental function in people with alzheimer's disease. donepezil does not work the same in all people. some people taking donepezil have improved mental function, while others may have unchanged or even worsening mental function. donepezil is not a cure for alzheimer's disease. this condition will progress over time, even in people who take donepezil. donepezil may also be used for other purposes not listed in this medication guide."
Doxazosin,https://www.drugs.com/doxazosin.html,"doxazosin is an alpha-adrenergic (al-fa ad-ren-er-jik) blockers. it relaxes your veins and arteries so that blood can more easily pass through them. it also relaxes the muscles in the prostate and bladder neck, making it easier to urinate. doxazosin is used to treat hypertension (high blood pressure), or to improve urination in men with benign prostatic hyperplasia (enlarged prostate). the extended-release form of doxazosin (cardura xl) is for use only in treating benign prostatic hyperplasia and should not be used to treat hypertension."
Doxycycline,https://www.drugs.com/doxycycline.html,"doxycycline is a tetracycline antibiotic that fights bacteria in the body. doxycycline is used to treat many different bacterial infections, such as acne, urinary tract infections, intestinal infections, respiratory infections, eye infections, gonorrhea, chlamydia, syphilis, periodontitis (gum disease), and others. doxycycline is also used to treat blemishes, bumps, and acne-like lesions caused by rosacea. it will not treat facial redness caused by rosacea. some forms of doxycycline are used to prevent malaria, to treat anthrax, or to treat infections caused by mites, ticks, or lice."
Dulcolax,https://www.drugs.com/dulcolax.html,"dulcolax (bisacodyl) is a laxative that stimulates bowel movements. dulcolax is used to treat constipation or to empty the bowels before surgery, colonoscopy, x-rays, or other intestinal medical procedure. dulcolax tablets generally produce a bowel movement in 6 to 12 hours. dulcolax suppositories generally produces bowel movements in 15 minutes to 1 hour."
Dulera,https://www.drugs.com/dulera.html,dulera inhalers contain a combination of formoterol and mometasone. formoterol is a long-acting bronchodilator that relaxes muscles in the airways to improve breathing.< mometasone is a corticosteroid. it prevents the release of substances in the body that cause inflammation. dulera is used to control and prevent the symptoms of asthma in adults and children who are at least 5 years old. dulera is not for use in treating an asthma or bronchospasm attack.
Duloxetine,https://www.drugs.com/duloxetine.html,"duloxetine is a selective serotonin and norepinephrine reuptake inhibitor antidepressant (ssnri). duloxetine affects chemicals in the brain that may be unbalanced in people with depression. duloxetine is used to treat major depressive disorder in adults. it is also used to treat general anxiety disorder in adults and children who are at least 7 years old. duloxetine is also used in adults to treat nerve pain caused by diabetes (diabetic neuropathy), or chronic muscle or joint pain (such as low back pain and osteoarthritis pain). duloxetine is also used to treat fibromyalgia (a chronic pain disorder) in adults and children at least 13 years old."
Dutasteride,https://www.drugs.com/mtm/dutasteride.html,dutasteride is used to treat benign prostatic hyperplasia (bph) in men with an enlarged prostate. dutasteride helps improve urinary flow and may also reduce your need for prostate surgery later on. dutasteride is for use in men only. dutasteride may also be used for purposes not listed in this medication guide.
Dymista,https://www.drugs.com/dymista.html,"dymista nasal spray contains a combination of azelastine and fluticasone. azelastine is an antihistamine that reduces the effects of natural chemical histamine in the body. histamine can produce symptoms of sneezing, itching, watery eyes, and runny nose. fluticasone is a steroid that prevents the release of substances in the body that cause inflammation. dymista nasal spray is used to treat nasal symptoms such as congestion, sneezing, and runny nose caused by seasonal allergies. dymista nasal spray is for use in adults and children who are at least 6 years old."
Echinacea,https://www.drugs.com/mtm/echinacea.html,"echinacea is an herb also known as purple cone flower, black sampson, black susans, fleur à hérisson, hedgehog, igelkopfwurzel, indian head, kansas snakeroot, red sunflower, rock-up-hat, roter sonnenhut, rudbeckie pourpre, scurvy root, snakeroot, and many other names. echinacea has been used in alternative medicine as a possibly effective aid in treating the common cold, or vaginal yeast infections. echinacea has also been used to treat ear infections, or increasing exercise performance. however, research has shown that echinacea may not be effective in these conditions. other uses not proven with research have included treating anxiety, migraine headache, attention deficit hyperactivity disorder (adhd), gingivitis, tonsillitis, genital herpes, human papilloma virus (hpv), low white blood cell counts, bladder infections, an eye condition called uveitis, and other conditions. it is not certain whether echinacea is effective in treating any medical condition. medicinal use of this product has not been approved by the fda. echinacea should not be used in place of medication prescribed for you by your doctor. echinacea is often sold as an herbal supplement. there are no regulated manufacturing standards in place for many herbal compounds and some marketed supplements have been found to be contaminated with toxic metals or other drugs. herbal/health supplements should be purchased from a reliable source to minimize the risk of contamination. echinacea may also be used for purposes not listed in this product guide."
Econazole topical,https://www.drugs.com/mtm/econazole-topical.html,"econazole topical (for the skin) is used to treat athlete's foot (tinea pedis), jock itch (tinea cruris), and ringworm (tinea corporis). econazole topical is also used to treat tinea versicolor (a fungus that discolors the skin), and yeast infections of the skin. econazole topical may also be used for purposes not listed in this medication guide."
Ecotrin,https://www.drugs.com/mtm/ecotrin.html,"ecotrin is a salicylate (sa-lis-il-ate) that is used to treat pain, and reduce fever or inflammation. ecotrin is sometimes used to treat or prevent heart attacks, strokes, and chest pain (angina). this medicine should be used for cardiovascular conditions only under the supervision of a doctor. ecotrin may also be used for purposes not listed in this medication guide."
Edarbi,https://www.drugs.com/edarbi.html,"edarbi (azilsartan) is an angiotensin ii receptor blocker (sometimes called an arb). azilsartan keeps blood vessels from narrowing, which lowers blood pressure and improves blood flow. edarbi is used to treat high blood pressure (hypertension). your doctor may prescribe other medicines for you to take along with edarbi to treat your high blood pressure."
Effexor,https://www.drugs.com/effexor.html,"effexor (venlafaxine) is an antidepressant belonging to a group of drugs called selective serotonin and norepinephrine reuptake inhibitors (ssnris). venlafaxine affects chemicals in the brain that may be unbalanced in people with depression. venlafaxine is used to treat major depressive disorder, anxiety and panic disorder."
Effexor XR,https://www.drugs.com/mtm/effexor-xr.html,"effexor xr is a selective serotonin and norepinephrine reuptake inhibitor (snris) antidepressant. this medicine affects chemicals in the brain that may be unbalanced in people with depression. effexor xr is used to treat major depressive disorder, anxiety, and panic disorder. effexor xr may also be used for purposes not listed in this medication guide."
Effient,https://www.drugs.com/effient.html,effient (prasugrel) helps to prevent platelets in your blood from sticking together and forming a blood clot. an unwanted blood clot can occur with certain heart or blood vessel conditions. effient is used to prevent blood clots in people with acute coronary syndrome who are undergoing a procedure after a recent heart attack. effient may also be used for other purposes not listed in this medication guide.
Efudex,https://www.drugs.com/mtm/efudex.html,"fluorouracil interferes with the growth of skin cells. fluorouracil works by causing the death of cells which are growing fastest, such as abnormal skin cells. efudex (for the skin) is used to treat scaly overgrowths of skin (actinic or solar keratoses). this medicine may also be used in the treatment of superficial basal cell carcinoma. efudex may also be used for purposes not listed in this medication guide."
Elavil,https://www.drugs.com/elavil.html,elavil (amitriptyline) is a tricyclic antidepressant with sedative effects. amitriptyline affects certain chemical messengers (neurotransmitters) that communicate between brain cells and help regulate mood. elavil is a prescription medicine used to treat symptoms of depression. elavil may also be used for purposes not listed in this medication guide.
Eliquis,https://www.drugs.com/eliquis.html,"eliquis (apixaban) blocks the activity of certain clotting substances in the blood. eliquis is used to lower the risk of stroke or a blood clot in people with a heart rhythm disorder called atrial fibrillation. eliquis is also used to lower the risk of forming a blood clot in the legs and lungs of people who have just had hip or knee replacement surgery. eliquis is used to treat blood clots in the veins of your legs (deep vein thrombosis) or lungs (pulmonary embolism), and lower the risk of them occurring again."
Elocon,https://www.drugs.com/elocon.html,"elocon (mometasone) is a potent topical corticosteroid. it reduces the actions of chemicals in the body that cause inflammation. elocon is available as a cream, lotion, ointment, or solution and is used to treat skin conditions such as allergic reactions, eczema, and psoriasis. elocon reduce symptoms such as pain, redness, warmth, swelling, or itching."
Emgality,https://www.drugs.com/emgality.html,emgality (galcanezumab) is a calcitonin-gene related peptide antagonist. emgality is a prescription medicine used to prevent migraine headaches in adults. emgality is also used to treat cluster headache episodes in adults. it is not known if emgality is safe and effective in children.
Empagliflozin,https://www.drugs.com/mtm/empagliflozin.html,"empagliflozin is used together with diet and exercise to improve blood sugar control in adults with type 2 diabetes mellitus. empagliflozin is also used to lower the risk of death from heart attack, stroke, or heart failure in adults with type 2 diabetes who also have heart disease. empagliflozin is not for treating type 1 diabetes. empagliflozin may also be used for purposes not listed in this medication guide."
Enalapril,https://www.drugs.com/enalapril.html,enalapril is an ace inhibitor. ace stands for angiotensin converting enzyme. enalapril is used to treat high blood pressure (hypertension) in adults and children who are at least 1 month old. enalapril is also used to treat congestive heart failure (chf). chf is a disorder of the ventricles (the lower chambers of the heart) which decreases the heart’s ability to pump blood to the body.
Enbrel,https://www.drugs.com/enbrel.html,"enbrel (etanercept) is a tumor necrosis factor (tnf) blocker. it works by decreasing tnf, a protein produced by the immune system to helps the body fight infections. in people with autoimmune disorders, the immune system produces too much tnf and mistakenly attacks healthy cells. enbrel is used to treat rheumatoid arthritis, psoriatic arthritis, or ankylosing spondylitis, and to prevent joint damage caused by these conditions. enbrel is also used to treat polyarticular juvenile idiopathic arthritis in children who are at least 2 years old. enbrel is also used to treat plaque psoriasis in adults and children who are at least 4 years old. enbrel is sometimes used with another medicine called methotrexate when treating rheumatoid arthritis and psoriatic arthritis."
Enoxaparin,https://www.drugs.com/mtm/enoxaparin.html,"enoxaparin is an anticoagulant that helps prevent the formation of blood clots. enoxaparin is used to treat or prevent a type of blood clot called deep vein thrombosis (dvt), which can lead to blood clots in the lungs (pulmonary embolism). a dvt can occur after certain types of surgery, or in people who are bed-ridden due to a prolonged illness. enoxaparin is also used to prevent blood vessel complications in people with certain types of angina (chest pain) or heart attack. enoxaparin may also be used for purposes not listed in this medication guide."
Entresto,https://www.drugs.com/entresto.html,"entresto contains a combination of sacubitril and valsartan. sacubitril is a blood pressure medicine. it works by increasing the levels of certain proteins in the body that can dilate (widen) blood vessels. this helps lower blood pressure by reducing sodium levels. valsartan is an angiotensin ii receptor blocker (sometimes called an arb). valsartan keeps blood vessels from narrowing, which lowers blood pressure and improves blood flow. entresto is used in certain people with chronic heart failure. this medicine helps lower the risk of needing to be hospitalized when symptoms get worse, and helps lower the risk of death from heart failure. entresto is also used to treat heart failure in children who are at least 1 year old. entresto is usually given together with other heart medications."
Entyvio,https://www.drugs.com/entyvio.html,"entyvio (vedolizumab) reduces the effects of a substance in the body that can cause inflammation. entyvio is used in adults with moderate to severe ulcerative colitis (uc), or moderate to severe crohn's disease. entyvio treats active disease and may help keep uc or crohn's symptoms under control long term. entyvio may also reduce the need for steroid medicines in helping to control symptoms long term. entyvio is usually given after other treatments have failed."
EpiPen,https://www.drugs.com/epipen-auto-injector.html,"epipen is an injection containing epinephrine, a chemical that narrows blood vessels and opens airways in the lungs. these effects can reverse severe low blood pressure, wheezing, severe skin itching, hives, and other symptoms of an allergic reaction. epipen is used to treat severe allergic reactions (anaphylaxis) to insect stings or bites, foods, drugs, and other allergens. epinephrine is also used to treat exercise-induced anaphylaxis. epipen may be kept on hand for self-injection by a person with a history of an severe allergic reaction."
Ergocalciferol,https://www.drugs.com/mtm/ergocalciferol.html,ergocalciferol is vitamin d2. vitamin d helps your body absorb calcium. ergocalciferol is used to treat hypoparathyroidism (decreased functioning of the parathyroid glands). ergocalciferol is also used to treat rickets (softening of the bones caused by vitamin d deficiency) or low levels of phosphate in the blood (hypophosphatemia). ergocalciferol may also be used for purposes not listed in this medication guide.
Erythromycin,https://www.drugs.com/erythromycin.html,"erythromycin belongs to a group of drugs called macrolide antibiotics. macrolide antibiotics slow the growth of, or sometimes kill, sensitive bacteria by reducing the production of important proteins needed by the bacteria to survive. erythromycin is used to treat or prevent many different types of infections caused by bacteria. erythromycin may also be used for purposes not listed in this medication guide."
Erythromycin ophthalmic,https://www.drugs.com/mtm/erythromycin-ophthalmic.html,erythromycin is an antibiotic that fights bacteria. erythromycin ophthalmic (for the eyes) is used to treat bacterial infections of the eyes. erythromycin ophthalmic may also be used for purposes not listed in this medication guide.
Escitalopram,https://www.drugs.com/escitalopram.html,escitalopram is an antidepressant belonging to a group of drugs called selective serotonin reuptake inhibitors (ssris). it affects chemicals in the brain that may be unbalanced in people with depression or anxiety. escitalopram is used to treat anxiety in adults. escitalopram is also used to treat major depressive disorder in adults and adolescents who are at least 12 years old.
Esomeprazole,https://www.drugs.com/mtm/esomeprazole.html,"esomeprazole is a proton pump inhibitor that decreases the amount of acid produced in the stomach. esomeprazole is used to treat symptoms of gastroesophageal reflux disease (gerd) and other conditions involving excessive stomach acid such as zollinger-ellison syndrome. esomeprazole is also used to promote healing of erosive esophagitis (damage to your esophagus caused by stomach acid). esomeprazole may also be given to prevent gastric ulcer caused by infection with helicobacter pylori (h. pylori), or by the use of nonsteroidal anti-inflammatory drugs (nsaids). esomeprazole is not for immediate relief of heartburn symptoms. esomeprazole may also be used for purposes not listed in this medication guide."
Estrace,https://www.drugs.com/estrace.html,"estrace tablets contains estradiol, a form of estrogen. estradiol is a female sex hormone that regulates many processes in the body. estrace is used to treat menopause symptoms such as hot flashes and vaginal changes, and to prevent osteoporosis (bone loss) in menopausal women, and to replace estrogen in women with ovarian failure or other conditions that cause a lack of natural estrogen in the body. estrace is sometimes used as part of cancer treatment in women and men. estrace is also available as a vaginal cream."
Estradiol,https://www.drugs.com/estradiol.html,"estradiol is a form of estrogen, a female sex hormone that regulates many processes in the body. it is available as an oral tablet, a topical gel or patch, vaginal cream, or as an injection. estradiol is used to treat menopause symptoms such as hot flashes and vaginal changes, and to prevent osteoporosis (bone loss) in menopausal women. estradiol is also used to treat low estrogen levels in women with ovarian failure. it is also indicated to treat certain types of breast cancer and prostate cancer. estradiol may also be used for purposes not listed in this medication guide."
Eszopiclone,https://www.drugs.com/mtm/eszopiclone.html,eszopiclone is a sedative that is used to treat insomnia. eszopiclone causes relaxation to help you fall asleep and stay asleep. eszopiclone may also be used for purposes not listed in this medication guide.
Etanercept,https://www.drugs.com/mtm/etanercept.html,"etanercept is a tumor necrosis factor (tnf) blocker that is used in adults to prevent joint damage caused by rheumatoid arthritis, psoriatic arthritis, or ankylosing spondylitis. etanercept is also used to treat plaque psoriasis in adults and children at least 4 years old. etanercept is used to treat polyarticular juvenile idiopathic arthritis in children who are at least 2 years old. etanercept is sometimes used with another medicine called methotrexate. etanercept may also be used for purposes not listed in this medication guide."
Ethinyl estradiol and norethindrone,https://www.drugs.com/mtm/ethinyl-estradiol-and-norethindrone-hrt.html,"ethinyl estradiol is a form of estrogen. estrogen is a female sex hormone necessary for many processes in the body. norethindrone is a form of progesterone. progesterone is a female hormone important for the regulation of ovulation and menstruation. ethinyl estradiol and norethindrone hrt (hormone replacement therapy) is a combination medicine used to treat symptoms of menopause such as hot flashes, and vaginal dryness, burning, and irritation. it is also used to prevent osteoporosis. ethinyl estradiol and norethindrone may also be used for purposes not listed in this medication guide."
Etodolac,https://www.drugs.com/etodolac.html,"etodolac is a nonsteroidal anti-inflammatory drug (nsaid). it works by reducing hormones that cause inflammation and pain in the body. etodolac is used to treat mild to moderate pain, osteoarthritis, or rheumatoid arthritis. etodolac may also be used for purposes not listed in this medication guide."
Eucrisa,https://www.drugs.com/eucrisa.html,eucrisa (crisaborole) is a nonsteroidal medicine that blocks a certain substance in the body that triggers inflammatory symptoms of eczema (atopic dermatitis). eucrisa ointment is used to treat mild to moderate eczema (atopic dermatitis) in adults and children who are at least 3 months years old. eucrisa ointment may also be used for purposes not listed in this medication guide.
Euthyrox,https://www.drugs.com/euthyrox.html,"euthyrox (levothyroxine) is a replacement for a hormone normally produced by your thyroid gland to regulate the body's energy and metabolism. levothyroxine is given when the thyroid does not produce enough of this hormone on its own. euthyrox treats hypothyroidism (low thyroid hormone). euthyrox is also used to treat or prevent goiter (enlarged thyroid gland), which can be caused by hormone imbalances, radiation treatment, surgery, or cancer."
Evista,https://www.drugs.com/evista.html,"evista (raloxifene) affects the cycle of bone formation and breakdown in the body, and reduces loss of bone tissue. evista is used to treat or prevent osteoporosis in postmenopausal women. evista is also used to reduce the risk of invasive breast cancer in postmenopausal women who have osteoporosis or who are otherwise at risk of invasive breast cancer. evista is not a cancer medication and will not treat breast cancer."
Evolocumab,https://www.drugs.com/mtm/evolocumab.html,"evolocumab works by helping the liver reduce levels of ""bad"" cholesterol (low-density lipoprotein, or ldl) circulating in your blood. evolocumab is used together with a low-fat diet and other cholesterol-lowering medications in people with homozygous or heterozygous familial hypercholesterolemia (inherited types of high cholesterol). these conditions can cause high blood levels of ldl cholesterol, and can also cause plaque to build up inside your arteries. evolocumab is also used to help lower the risk of stroke, heart attack, or other heart complications in people with heart or blood vessel problems caused by plaque build-up or hardening in the arteries (also called atherosclerosis, or arteriosclerosis). evolocumab may also be used for purposes not listed in this medication guide."
Excedrin,https://www.drugs.com/excedrin.html,"excedrin contains a combination of acetaminophen, aspirin, and caffeine. acetaminophen is a pain reliever and a fever reducer. aspirin is in a group of drugs called salicylates. it works by reducing substances in the body that cause pain, fever, and inflammation. caffeine is a central nervous system stimulant. it relaxes muscle contractions in blood vessels to improve blood flow. excedrin is used to treat pain caused by tension headaches, migraine headaches, muscle aches, menstrual cramps, arthritis, toothaches, the common cold, or nasal congestion. excedrin may also be used for purposes not listed in this medication guide."
Exelon,https://www.drugs.com/exelon.html,"exelon (rivastigmine) improves the function of nerve cells in the brain. it works by preventing the breakdown of a chemical that is important for the processes of memory, thinking, and reasoning. people with dementia usually have lower levels of this chemical. exelon is used to treat mild to moderate dementia caused by alzheimer's or parkinson's disease. exelon is not a cure for alzheimer's or parkinson's disease. the use of exelon in in patients under 18 years of age is not recommended."
